charger_id,timestamp,energy_kwh,voltage,current,temperature,soc_percent,status,ai_status,ai_score
OVN-EV-002,2026-03-25 10:05:06.685533,21.39,407.26,29.42,30.46,54.52,Charging,Normal,-0.478
OVN-EV-001,2026-03-25 10:05:07.037258,22.76,400.95,33.12,37.63,33.15,Charging,Normal,-0.4499
OVN-EV-003,2026-03-25 10:05:09.698664,18.53,397.45,32.52,36.36,33.41,Charging,Normal,-0.4407
OVN-EV-002,2026-03-25 10:05:09.698664,13.37,389.12,29.65,36.42,78.02,Charging,Normal,-0.4524
OVN-EV-001,2026-03-25 10:05:10.029006,15.74,404.79,31.1,30.05,52.57,Charging,Normal,-0.4575
OVN-EV-003,2026-03-25 10:05:12.702216,18.63,411.87,30.75,42.76,90.73,Charging,Normal,-0.4767
OVN-EV-002,2026-03-25 10:05:12.702216,20.69,412.04,35.54,31.28,55.73,Charging,Normal,-0.4895
OVN-EV-001,2026-03-25 10:05:13.035847,23.99,499.75,92.36,74.58,39.61,ANOMALY,ANOMALY,-0.7143
OVN-EV-003,2026-03-25 10:05:15.699601,14.9,417.36,31.08,32.79,58.53,Charging,Normal,-0.456
OVN-EV-002,2026-03-25 10:05:15.699601,18.91,417.54,29.04,35.52,25.41,Charging,Normal,-0.4929
OVN-EV-001,2026-03-25 10:05:16.034727,22.72,394.8,32.83,31.6,78.81,Charging,Normal,-0.4681
OVN-EV-003,2026-03-25 10:05:18.711730,22.65,392.4,32.59,40.73,51.83,Charging,Normal,-0.4479
OVN-EV-002,2026-03-25 10:05:18.711730,14.63,381.1,31.83,43.47,88.24,Charging,Normal,-0.4884
OVN-EV-001,2026-03-25 10:05:19.039310,24.79,414.76,31.88,31.49,45.88,Charging,Normal,-0.5025
OVN-EV-003,2026-03-25 10:05:21.721260,19.35,401.76,33.09,44.96,74.12,Charging,Normal,-0.4706
OVN-EV-002,2026-03-25 10:05:21.722607,24.45,406.54,35.42,35.45,48.49,Charging,Normal,-0.4877
OVN-EV-001,2026-03-25 10:05:22.036263,17.82,391.39,34.35,31.47,90.86,Charging,Normal,-0.4956
OVN-EV-002,2026-03-25 10:05:24.736460,18.37,414.53,29.66,40.4,74.03,Charging,Normal,-0.456
OVN-EV-003,2026-03-25 10:05:24.736460,21.01,391.08,30.09,41.98,41.73,Charging,Normal,-0.4557
OVN-EV-001,2026-03-25 10:05:25.048938,24.91,413.39,33.35,44.35,57.61,Charging,Normal,-0.5048
OVN-EV-002,2026-03-25 10:05:27.738124,17.16,384.01,31.95,30.19,68.42,Charging,Normal,-0.479
OVN-EV-003,2026-03-25 10:05:27.739917,18.85,400.89,32.9,38.46,32.7,Charging,Normal,-0.4427
OVN-EV-001,2026-03-25 10:05:28.066794,18.8,394.38,32.01,37.46,40.18,Charging,Normal,-0.4325
OVN-EV-002,2026-03-25 10:05:30.744656,14.93,395.75,33.24,34.31,53.33,Charging,Normal,-0.4273
OVN-EV-003,2026-03-25 10:05:30.745257,21.79,409.96,32.61,39.31,74.63,Charging,Normal,-0.4526
OVN-EV-001,2026-03-25 10:05:31.065590,24.43,381.26,34.3,36.67,74.36,Charging,Normal,-0.5066
OVN-EV-002,2026-03-25 10:05:33.756897,15.74,404.87,30.72,44.49,81.98,Charging,Normal,-0.4613
OVN-EV-003,2026-03-25 10:05:33.758692,17.51,412.88,35.87,40.12,37.13,Charging,Normal,-0.4787
OVN-EV-001,2026-03-25 10:05:34.077929,16.33,409.67,32.09,40.19,79.91,Charging,Normal,-0.4394
OVN-EV-002,2026-03-25 10:05:36.764033,11.1,398.49,34.57,33.64,25.68,Charging,Normal,-0.5046
OVN-EV-003,2026-03-25 10:05:36.764033,10.97,394.32,33.82,32.75,64.43,Charging,Normal,-0.4748
OVN-EV-001,2026-03-25 10:05:37.089877,15.48,417.74,31.53,43.64,46.24,Charging,Normal,-0.4632
OVN-EV-002,2026-03-25 10:05:39.819214,15.57,403.36,31.03,41.21,73.18,Charging,Normal,-0.429
OVN-EV-003,2026-03-25 10:05:39.883469,24.97,415.76,28.98,34.74,22.51,Charging,Normal,-0.5409
OVN-EV-001,2026-03-25 10:05:40.109676,10.61,391.78,31.29,35.77,31.7,Charging,Normal,-0.4793
OVN-EV-002,2026-03-25 10:05:42.889287,23.33,392.43,29.53,44.82,67.88,Charging,Normal,-0.4917
OVN-EV-003,2026-03-25 10:05:42.942034,23.92,383.09,28.2,32.83,50.76,Charging,Normal,-0.5077
OVN-EV-001,2026-03-25 10:05:43.122583,11.52,395.94,33.52,31.49,42.29,Charging,Normal,-0.471
OVN-EV-002,2026-03-25 10:05:45.911236,16.83,470.69,87.14,73.19,33.74,ANOMALY,ANOMALY,-0.6864
OVN-EV-003,2026-03-25 10:05:45.945469,12.41,388.05,28.37,42.29,86.99,Charging,Normal,-0.5007
OVN-EV-001,2026-03-25 10:05:46.139391,16.42,414.69,34.49,30.93,36.15,Charging,Normal,-0.4844
OVN-EV-002,2026-03-25 10:05:48.913710,16.44,380.22,35.51,43.08,78.89,Charging,Normal,-0.5237
OVN-EV-003,2026-03-25 10:05:48.947550,15.39,398.09,29.79,37.92,80.0,Charging,Normal,-0.4372
OVN-EV-001,2026-03-25 10:05:49.138463,10.07,381.67,32.81,35.63,41.62,Charging,Normal,-0.5206
OVN-EV-002,2026-03-25 10:05:51.907421,19.34,392.58,33.33,38.1,30.74,Charging,Normal,-0.4455
OVN-EV-003,2026-03-25 10:05:51.971354,15.19,383.16,33.03,37.48,73.45,Charging,Normal,-0.451
OVN-EV-001,2026-03-25 10:05:52.155538,17.19,418.62,31.61,34.93,91.6,Charging,Normal,-0.484
OVN-EV-002,2026-03-25 10:05:54.907448,22.82,389.75,33.1,31.9,26.29,Charging,Normal,-0.4945
OVN-EV-003,2026-03-25 10:05:54.972758,24.09,404.58,29.68,36.82,31.24,Charging,Normal,-0.4682
OVN-EV-001,2026-03-25 10:05:55.173408,22.5,387.19,29.69,43.11,32.69,Charging,Normal,-0.4939
OVN-EV-002,2026-03-25 10:05:57.921064,24.28,380.78,33.08,43.91,27.55,Charging,Normal,-0.5376
OVN-EV-003,2026-03-25 10:05:57.987295,10.12,486.21,80.21,70.51,61.04,ANOMALY,ANOMALY,-0.7092
OVN-EV-001,2026-03-25 10:05:58.180674,12.98,405.54,34.44,31.87,63.43,Charging,Normal,-0.4665
OVN-EV-002,2026-03-25 10:06:00.932258,12.41,406.57,33.01,30.18,78.73,Charging,Normal,-0.497
OVN-EV-003,2026-03-25 10:06:01.004815,20.65,387.05,32.43,42.19,50.82,Charging,Normal,-0.4415
OVN-EV-001,2026-03-25 10:06:01.186076,20.43,411.1,28.67,37.0,86.45,Charging,Normal,-0.4808
OVN-EV-002,2026-03-25 10:06:03.926775,10.25,390.67,33.84,31.46,47.8,Charging,Normal,-0.5011
OVN-EV-003,2026-03-25 10:06:04.005568,14.42,388.99,30.05,41.94,47.63,Charging,Normal,-0.4437
OVN-EV-001,2026-03-25 10:06:04.198572,14.88,389.23,30.96,33.85,56.53,Charging,Normal,-0.4362
OVN-EV-002,2026-03-25 10:06:06.923173,23.16,382.66,28.15,37.15,56.26,Charging,Normal,-0.4908
OVN-EV-003,2026-03-25 10:06:07.003574,12.47,383.35,30.21,32.45,61.91,Charging,Normal,-0.482
OVN-EV-001,2026-03-25 10:06:07.215534,12.92,388.19,34.84,34.71,69.14,Charging,Normal,-0.4666
OVN-EV-002,2026-03-25 10:06:09.925362,16.41,389.52,34.0,38.23,44.43,Charging,Normal,-0.4405
OVN-EV-003,2026-03-25 10:06:10.006179,12.74,479.83,80.6,83.96,94.52,ANOMALY,ANOMALY,-0.6891
OVN-EV-001,2026-03-25 10:06:10.237422,24.18,400.7,30.71,30.31,84.97,Charging,Normal,-0.5141
OVN-EV-002,2026-03-25 10:06:12.933738,12.75,386.4,34.45,42.81,45.24,Charging,Normal,-0.4775
OVN-EV-003,2026-03-25 10:06:13.005116,20.35,406.3,30.75,40.89,48.63,Charging,Normal,-0.4333
OVN-EV-001,2026-03-25 10:06:13.247753,14.22,454.4,82.55,78.69,82.09,ANOMALY,ANOMALY,-0.6627
OVN-EV-002,2026-03-25 10:06:15.947318,13.6,413.22,33.31,44.27,21.43,Charging,Normal,-0.4988
OVN-EV-003,2026-03-25 10:06:15.996995,24.17,418.4,29.0,30.03,52.63,Charging,Normal,-0.5433
OVN-EV-001,2026-03-25 10:06:16.249877,20.11,412.63,34.67,34.72,70.73,Charging,Normal,-0.4575
OVN-EV-002,2026-03-25 10:06:18.953682,18.19,415.99,33.56,44.96,26.18,Charging,Normal,-0.5161
OVN-EV-003,2026-03-25 10:06:19.000959,15.38,395.8,33.5,31.44,93.3,Charging,Normal,-0.4916
OVN-EV-001,2026-03-25 10:06:19.253791,21.29,382.56,30.55,31.08,38.31,Charging,Normal,-0.4885
OVN-EV-002,2026-03-25 10:06:21.963992,12.96,413.9,32.52,36.71,40.67,Charging,Normal,-0.4514
OVN-EV-003,2026-03-25 10:06:22.004206,23.2,417.66,31.71,34.4,47.59,Charging,Normal,-0.4655
OVN-EV-001,2026-03-25 10:06:22.258394,22.2,405.75,30.21,44.45,45.02,Charging,Normal,-0.4635
OVN-EV-002,2026-03-25 10:06:24.970086,14.21,410.6,35.13,35.08,66.37,Charging,Normal,-0.4574
OVN-EV-003,2026-03-25 10:06:25.001767,17.16,413.82,31.0,37.6,84.76,Charging,Normal,-0.4532
OVN-EV-001,2026-03-25 10:06:25.253368,12.14,387.31,34.48,32.05,20.11,Charging,Normal,-0.525
OVN-EV-002,2026-03-25 10:06:27.974845,11.2,409.42,34.47,43.41,78.66,Charging,Normal,-0.4874
OVN-EV-003,2026-03-25 10:06:28.014773,19.1,401.16,33.86,35.95,78.95,Charging,Normal,-0.4373
OVN-EV-001,2026-03-25 10:06:28.257424,23.8,410.18,28.62,32.79,71.53,Charging,Normal,-0.4997
OVN-EV-002,2026-03-25 10:06:30.980190,10.45,406.02,35.65,43.79,86.98,Charging,Normal,-0.5377
OVN-EV-003,2026-03-25 10:06:31.022547,23.28,414.7,32.02,31.73,38.57,Charging,Normal,-0.491
OVN-EV-001,2026-03-25 10:06:31.271452,18.51,402.69,30.78,33.13,45.39,Charging,Normal,-0.4318
OVN-EV-002,2026-03-25 10:06:34.005176,18.27,417.8,33.75,36.26,86.74,Charging,Normal,-0.4736
OVN-EV-003,2026-03-25 10:06:34.006440,17.45,408.12,31.26,37.67,29.43,Charging,Normal,-0.4397
OVN-EV-001,2026-03-25 10:06:34.275114,23.89,400.5,35.72,37.64,42.76,Charging,Normal,-0.4993
OVN-EV-002,2026-03-25 10:06:37.000516,20.48,409.56,29.78,42.02,24.23,Charging,Normal,-0.4858
OVN-EV-003,2026-03-25 10:06:37.000516,14.11,410.31,35.31,39.64,74.0,Charging,Normal,-0.4681
OVN-EV-001,2026-03-25 10:06:37.272355,15.54,403.28,34.4,34.57,50.48,Charging,Normal,-0.4406
OVN-EV-002,2026-03-25 10:06:40.018900,18.06,387.77,30.87,41.85,24.81,Charging,Normal,-0.4784
OVN-EV-003,2026-03-25 10:06:40.018900,19.23,397.08,35.94,42.54,60.55,Charging,Normal,-0.4899
OVN-EV-001,2026-03-25 10:06:40.271733,22.95,405.18,28.92,33.48,76.29,Charging,Normal,-0.477
OVN-EV-002,2026-03-25 10:06:43.023486,14.36,414.74,33.45,42.95,30.15,Charging,Normal,-0.4743
OVN-EV-003,2026-03-25 10:06:43.023486,22.79,417.01,34.77,44.64,94.31,Charging,Normal,-0.542
OVN-EV-001,2026-03-25 10:06:43.287826,19.11,398.86,29.37,39.64,68.87,Charging,Normal,-0.4373
OVN-EV-003,2026-03-25 10:06:46.021480,15.52,390.91,33.51,32.1,53.89,Charging,Normal,-0.4459
OVN-EV-002,2026-03-25 10:06:46.021480,22.3,391.29,29.19,31.95,54.47,Charging,Normal,-0.4768
OVN-EV-001,2026-03-25 10:06:46.299023,12.1,412.66,30.48,42.46,91.26,Charging,Normal,-0.4999
OVN-EV-003,2026-03-25 10:06:49.024221,11.56,408.38,30.44,44.57,88.49,Charging,Normal,-0.5041
OVN-EV-002,2026-03-25 10:06:49.024621,10.84,386.08,33.98,39.87,64.24,Charging,Normal,-0.4773
OVN-EV-001,2026-03-25 10:06:49.304344,11.53,418.64,33.43,44.24,67.21,Charging,Normal,-0.5038
OVN-EV-003,2026-03-25 10:06:52.033595,24.53,390.22,33.96,31.84,82.89,Charging,Normal,-0.5108
OVN-EV-002,2026-03-25 10:06:52.033595,15.52,416.27,35.41,40.27,50.86,Charging,Normal,-0.4747
OVN-EV-001,2026-03-25 10:06:52.308801,20.87,418.35,30.1,41.0,61.63,Charging,Normal,-0.4685
OVN-EV-003,2026-03-25 10:06:55.034497,22.23,413.0,32.62,34.18,80.09,Charging,Normal,-0.4583
OVN-EV-002,2026-03-25 10:06:55.034497,22.12,458.92,94.0,84.02,28.56,ANOMALY,ANOMALY,-0.6919
OVN-EV-001,2026-03-25 10:06:55.329127,19.63,408.12,32.17,33.8,81.99,Charging,Normal,-0.4468
OVN-EV-003,2026-03-25 10:06:58.041095,21.21,389.08,35.88,37.65,85.29,Charging,Normal,-0.4908
OVN-EV-002,2026-03-25 10:06:58.041095,24.79,387.25,35.77,44.17,64.93,Charging,Normal,-0.5432
OVN-EV-001,2026-03-25 10:06:58.328977,17.44,395.72,32.89,37.01,84.74,Charging,Normal,-0.4469
OVN-EV-003,2026-03-25 10:07:01.051310,16.27,400.79,30.45,41.36,71.16,Charging,Normal,-0.4373
OVN-EV-002,2026-03-25 10:07:01.051310,18.26,395.09,29.28,40.69,52.43,Charging,Normal,-0.4351
OVN-EV-001,2026-03-25 10:07:01.333586,10.21,417.8,29.48,40.3,52.28,Charging,Normal,-0.5105
OVN-EV-002,2026-03-25 10:07:04.060657,20.55,406.73,29.0,37.98,54.69,Charging,Normal,-0.438
OVN-EV-003,2026-03-25 10:07:04.060657,12.5,390.0,30.42,32.84,23.81,Charging,Normal,-0.506
OVN-EV-001,2026-03-25 10:07:04.331181,21.31,415.63,33.68,30.73,50.93,Charging,Normal,-0.4907
OVN-EV-002,2026-03-25 10:07:07.069947,15.98,392.3,33.86,34.1,63.96,Charging,Normal,-0.4328
OVN-EV-003,2026-03-25 10:07:07.071343,16.47,402.18,35.91,32.17,35.26,Charging,Normal,-0.492
OVN-EV-001,2026-03-25 10:07:07.354119,11.23,416.73,34.61,41.48,87.05,Charging,Normal,-0.5093
OVN-EV-002,2026-03-25 10:07:10.058125,24.26,381.88,33.86,38.1,57.36,Charging,Normal,-0.4865
OVN-EV-003,2026-03-25 10:07:10.058125,19.61,412.56,34.33,37.91,31.77,Charging,Normal,-0.4705
OVN-EV-001,2026-03-25 10:07:10.359180,14.13,418.46,35.89,32.53,20.5,Charging,Normal,-0.5508
OVN-EV-002,2026-03-25 10:07:13.072981,11.36,391.51,31.53,39.95,93.81,Charging,Normal,-0.5088
OVN-EV-003,2026-03-25 10:07:13.072981,20.99,417.32,29.14,40.44,42.52,Charging,Normal,-0.4737
OVN-EV-001,2026-03-25 10:07:13.367479,11.6,408.96,34.56,39.67,56.64,Charging,Normal,-0.4591
OVN-EV-002,2026-03-25 10:07:16.089695,18.62,408.93,33.11,34.68,64.56,Charging,Normal,-0.4362
OVN-EV-003,2026-03-25 10:07:16.089695,15.19,407.48,32.07,33.78,23.28,Charging,Normal,-0.4751
OVN-EV-001,2026-03-25 10:07:16.366071,14.52,395.64,28.84,41.04,41.54,Charging,Normal,-0.455
OVN-EV-002,2026-03-25 10:07:19.103431,20.28,419.23,30.8,43.11,52.81,Charging,Normal,-0.4729
OVN-EV-003,2026-03-25 10:07:19.103431,17.89,387.95,33.75,43.28,31.04,Charging,Normal,-0.4723
OVN-EV-001,2026-03-25 10:07:19.358743,21.71,418.06,30.92,40.56,26.84,Charging,Normal,-0.5047
OVN-EV-002,2026-03-25 10:07:22.124518,20.71,391.46,35.34,35.67,90.15,Charging,Normal,-0.5055
OVN-EV-003,2026-03-25 10:07:22.125502,11.26,404.56,30.09,31.37,41.93,Charging,Normal,-0.4939
OVN-EV-001,2026-03-25 10:07:22.374996,17.49,407.2,29.69,30.04,57.92,Charging,Normal,-0.4613
OVN-EV-003,2026-03-25 10:07:25.138989,23.29,404.9,29.26,44.77,26.31,Charging,Normal,-0.5214
OVN-EV-002,2026-03-25 10:07:25.138989,17.06,415.65,31.8,39.69,24.44,Charging,Normal,-0.4892
OVN-EV-001,2026-03-25 10:07:25.381369,23.7,401.32,33.8,30.7,64.41,Charging,Normal,-0.4822
OVN-EV-003,2026-03-25 10:07:28.159524,21.43,382.51,32.96,33.27,93.22,Charging,Normal,-0.5335
OVN-EV-002,2026-03-25 10:07:28.160744,13.63,396.17,35.21,43.52,24.07,Charging,Normal,-0.5178
OVN-EV-001,2026-03-25 10:07:28.391577,21.25,390.5,32.8,34.43,37.6,Charging,Normal,-0.4614
OVN-EV-003,2026-03-25 10:07:31.174009,10.67,393.12,35.45,31.16,49.49,Charging,Normal,-0.5194
OVN-EV-002,2026-03-25 10:07:31.174009,24.31,382.71,28.7,30.06,80.92,Charging,Normal,-0.5476
OVN-EV-001,2026-03-25 10:07:31.408459,19.07,393.91,35.79,40.39,43.7,Charging,Normal,-0.4742
OVN-EV-003,2026-03-25 10:07:34.185473,23.62,415.87,32.86,32.6,28.83,Charging,Normal,-0.5087
OVN-EV-002,2026-03-25 10:07:34.185473,11.39,387.62,29.96,39.47,55.09,Charging,Normal,-0.4748
OVN-EV-001,2026-03-25 10:07:34.409071,18.63,417.69,34.44,38.6,23.75,Charging,Normal,-0.5147
OVN-EV-003,2026-03-25 10:07:37.188468,15.75,419.59,28.11,40.74,84.86,Charging,Normal,-0.5
OVN-EV-002,2026-03-25 10:07:37.188468,12.65,409.31,33.06,43.02,54.46,Charging,Normal,-0.4476
OVN-EV-001,2026-03-25 10:07:37.414082,14.46,391.43,35.3,39.39,36.5,Charging,Normal,-0.4652
OVN-EV-003,2026-03-25 10:07:40.207970,24.93,385.94,34.98,32.5,73.36,Charging,Normal,-0.5388
OVN-EV-002,2026-03-25 10:07:40.207970,15.39,389.81,31.7,42.75,65.41,Charging,Normal,-0.4381
OVN-EV-001,2026-03-25 10:07:40.423589,14.22,396.78,35.03,43.03,22.56,Charging,Normal,-0.515
OVN-EV-003,2026-03-25 10:07:43.212234,12.13,399.37,28.01,30.58,50.4,Charging,Normal,-0.5257
OVN-EV-002,2026-03-25 10:07:43.213724,11.1,409.58,31.11,34.22,90.27,Charging,Normal,-0.5004
OVN-EV-001,2026-03-25 10:07:43.421559,13.5,387.23,31.8,36.47,67.87,Charging,Normal,-0.4403
OVN-EV-003,2026-03-25 10:07:46.216021,14.39,415.88,34.53,38.28,34.58,Charging,Normal,-0.4737
OVN-EV-002,2026-03-25 10:07:46.216021,22.4,415.48,32.4,36.92,80.67,Charging,Normal,-0.4609
OVN-EV-001,2026-03-25 10:07:46.423961,18.82,401.46,31.5,41.63,53.3,Charging,Normal,-0.4279
OVN-EV-003,2026-03-25 10:07:49.225057,16.15,413.2,33.52,35.17,27.71,Charging,Normal,-0.4795
OVN-EV-002,2026-03-25 10:07:49.225057,19.14,401.08,33.41,33.47,23.66,Charging,Normal,-0.4847
OVN-EV-001,2026-03-25 10:07:49.436701,24.33,399.14,29.58,30.22,91.79,Charging,Normal,-0.5413
OVN-EV-003,2026-03-25 10:07:52.235560,19.49,395.35,31.49,33.88,41.96,Charging,Normal,-0.4409
OVN-EV-002,2026-03-25 10:07:52.235560,21.61,381.39,33.15,44.14,90.03,Charging,Normal,-0.5278
OVN-EV-001,2026-03-25 10:07:52.439637,20.99,414.31,33.2,43.98,74.54,Charging,Normal,-0.4746
OVN-EV-003,2026-03-25 10:07:55.238204,12.36,408.77,30.58,44.24,34.0,Charging,Normal,-0.4972
OVN-EV-002,2026-03-25 10:07:55.238204,14.55,383.19,31.42,30.67,87.93,Charging,Normal,-0.501
OVN-EV-001,2026-03-25 10:07:55.455156,18.79,405.57,35.26,34.51,44.76,Charging,Normal,-0.4639
OVN-EV-003,2026-03-25 10:07:58.241471,21.46,400.8,34.58,34.04,46.9,Charging,Normal,-0.4648
OVN-EV-002,2026-03-25 10:07:58.241471,20.73,384.67,30.01,42.75,22.78,Charging,Normal,-0.5103
OVN-EV-001,2026-03-25 10:07:58.474989,23.01,386.03,32.27,42.2,85.88,Charging,Normal,-0.4771
OVN-EV-003,2026-03-25 10:08:01.251815,20.98,388.0,29.81,38.86,45.58,Charging,Normal,-0.4473
OVN-EV-002,2026-03-25 10:08:01.252522,24.95,408.77,31.59,41.7,20.97,Charging,Normal,-0.5252
OVN-EV-001,2026-03-25 10:08:01.482826,16.26,411.42,34.23,32.05,50.58,Charging,Normal,-0.4667
OVN-EV-002,2026-03-25 10:08:04.257256,14.72,419.39,31.14,33.69,30.93,Charging,Normal,-0.4889
OVN-EV-003,2026-03-25 10:08:04.258359,24.77,401.63,31.01,37.29,75.27,Charging,Normal,-0.4797
OVN-EV-001,2026-03-25 10:08:04.500169,12.84,414.23,30.99,34.59,91.38,Charging,Normal,-0.4888
OVN-EV-002,2026-03-25 10:08:07.251076,15.4,413.37,31.17,35.57,56.68,Charging,Normal,-0.4308
OVN-EV-003,2026-03-25 10:08:07.251076,10.15,417.63,28.24,30.17,79.99,Charging,Normal,-0.5695
OVN-EV-001,2026-03-25 10:08:07.502040,11.07,402.38,35.18,42.22,38.53,Charging,Normal,-0.4981
OVN-EV-002,2026-03-25 10:08:10.254157,23.55,416.01,35.18,31.63,87.79,Charging,Normal,-0.5331
OVN-EV-003,2026-03-25 10:08:10.254157,21.81,388.65,31.76,32.44,71.22,Charging,Normal,-0.4723
OVN-EV-001,2026-03-25 10:08:10.512614,24.8,415.05,33.34,43.93,77.77,Charging,Normal,-0.5234
OVN-EV-002,2026-03-25 10:08:13.258044,16.5,400.61,33.79,42.31,45.25,Charging,Normal,-0.4347
OVN-EV-003,2026-03-25 10:08:13.259739,22.01,395.15,35.61,30.9,58.74,Charging,Normal,-0.49
OVN-EV-001,2026-03-25 10:08:13.533601,24.98,406.77,28.11,34.75,76.27,Charging,Normal,-0.5051
OVN-EV-002,2026-03-25 10:08:16.279791,14.07,470.88,90.18,71.56,65.08,ANOMALY,ANOMALY,-0.6623
OVN-EV-003,2026-03-25 10:08:16.279791,10.94,488.13,94.77,78.94,23.78,ANOMALY,ANOMALY,-0.7046
OVN-EV-001,2026-03-25 10:08:16.542228,22.13,408.41,33.69,33.79,55.89,Charging,Normal,-0.4453
OVN-EV-002,2026-03-25 10:08:19.283677,12.79,394.59,35.51,40.88,81.86,Charging,Normal,-0.4756
OVN-EV-003,2026-03-25 10:08:19.283677,24.58,383.47,28.67,34.07,45.57,Charging,Normal,-0.4978
OVN-EV-001,2026-03-25 10:08:19.562133,13.95,412.54,33.58,40.46,42.82,Charging,Normal,-0.4431
OVN-EV-002,2026-03-25 10:08:22.297410,14.81,419.31,29.03,40.55,72.04,Charging,Normal,-0.4849
OVN-EV-003,2026-03-25 10:08:22.297410,12.4,418.07,32.77,35.68,70.14,Charging,Normal,-0.475
OVN-EV-001,2026-03-25 10:08:22.565177,20.41,403.88,33.01,37.67,20.63,Charging,Normal,-0.4738
OVN-EV-003,2026-03-25 10:08:25.317147,23.74,386.26,35.18,31.18,39.68,Charging,Normal,-0.5127
OVN-EV-002,2026-03-25 10:08:25.317147,17.08,397.31,29.59,33.33,33.33,Charging,Normal,-0.4618
OVN-EV-001,2026-03-25 10:08:25.568473,24.85,381.56,34.81,30.28,69.91,Charging,Normal,-0.544
OVN-EV-003,2026-03-25 10:08:28.326359,14.46,380.94,34.25,30.92,42.2,Charging,Normal,-0.5029
OVN-EV-002,2026-03-25 10:08:28.326359,22.51,388.55,30.09,36.03,52.33,Charging,Normal,-0.4481
OVN-EV-001,2026-03-25 10:08:28.569988,12.48,394.82,30.82,44.73,63.32,Charging,Normal,-0.4767
OVN-EV-003,2026-03-25 10:08:31.343114,10.44,417.97,32.88,33.17,87.8,Charging,Normal,-0.5429
OVN-EV-002,2026-03-25 10:08:31.343114,20.46,416.54,28.89,39.92,28.25,Charging,Normal,-0.4956
OVN-EV-001,2026-03-25 10:08:31.574711,13.91,389.79,31.15,38.0,38.21,Charging,Normal,-0.4466
OVN-EV-003,2026-03-25 10:08:34.344432,15.69,405.65,33.19,33.35,91.67,Charging,Normal,-0.4734
OVN-EV-002,2026-03-25 10:08:34.344432,14.54,417.31,31.42,42.82,90.17,Charging,Normal,-0.4845
OVN-EV-001,2026-03-25 10:08:34.583399,20.61,383.22,28.96,32.67,22.81,Charging,Normal,-0.5133
OVN-EV-003,2026-03-25 10:08:37.340049,19.28,415.75,32.09,38.22,48.78,Charging,Normal,-0.4572
OVN-EV-002,2026-03-25 10:08:37.340049,16.31,382.48,33.63,43.45,79.45,Charging,Normal,-0.4747
OVN-EV-001,2026-03-25 10:08:37.576534,18.73,399.38,31.3,32.22,22.39,Charging,Normal,-0.4905
OVN-EV-003,2026-03-25 10:08:40.359014,23.83,402.57,33.2,34.55,70.18,Charging,Normal,-0.4553
OVN-EV-002,2026-03-25 10:08:40.359798,13.22,398.83,35.95,33.94,46.82,Charging,Normal,-0.4866
OVN-EV-001,2026-03-25 10:08:40.586789,10.55,390.06,31.24,39.19,68.06,Charging,Normal,-0.4779
OVN-EV-003,2026-03-25 10:08:43.376647,11.6,394.93,28.82,34.02,21.37,Charging,Normal,-0.5239
OVN-EV-002,2026-03-25 10:08:43.376647,15.02,402.15,35.83,38.03,43.26,Charging,Normal,-0.457
OVN-EV-001,2026-03-25 10:08:43.589491,15.5,405.7,34.48,36.18,26.77,Charging,Normal,-0.4619
OVN-EV-002,2026-03-25 10:08:46.388504,11.12,400.45,31.64,44.22,36.09,Charging,Normal,-0.4947
OVN-EV-003,2026-03-25 10:08:46.388504,23.31,418.7,28.19,42.9,66.46,Charging,Normal,-0.5156
OVN-EV-001,2026-03-25 10:08:46.593696,24.96,397.38,32.35,43.43,35.87,Charging,Normal,-0.5048
OVN-EV-002,2026-03-25 10:08:49.391144,22.86,476.04,86.12,74.78,32.17,ANOMALY,ANOMALY,-0.6927
OVN-EV-003,2026-03-25 10:08:49.391144,16.7,410.21,30.69,31.63,45.08,Charging,Normal,-0.4634
OVN-EV-001,2026-03-25 10:08:49.605946,10.56,409.81,35.2,42.47,47.77,Charging,Normal,-0.5022
OVN-EV-002,2026-03-25 10:08:52.393528,24.64,459.06,97.43,80.75,30.63,ANOMALY,ANOMALY,-0.7216
OVN-EV-003,2026-03-25 10:08:52.393528,22.26,385.2,35.99,42.04,38.55,Charging,Normal,-0.5023
OVN-EV-001,2026-03-25 10:08:52.624756,22.61,385.31,29.43,44.57,70.93,Charging,Normal,-0.4946
OVN-EV-002,2026-03-25 10:08:55.403057,23.66,387.88,32.84,41.76,37.2,Charging,Normal,-0.4683
OVN-EV-003,2026-03-25 10:08:55.403057,17.43,382.16,29.73,32.84,37.67,Charging,Normal,-0.4657
OVN-EV-001,2026-03-25 10:08:55.636632,11.3,390.78,32.65,31.05,88.21,Charging,Normal,-0.5092
OVN-EV-002,2026-03-25 10:08:58.421868,12.78,381.03,33.28,34.72,36.4,Charging,Normal,-0.481
OVN-EV-003,2026-03-25 10:08:58.421868,11.99,389.31,30.42,40.73,65.64,Charging,Normal,-0.4584
OVN-EV-001,2026-03-25 10:08:58.643400,10.49,399.48,32.54,31.98,88.92,Charging,Normal,-0.5175
OVN-EV-002,2026-03-25 10:09:01.437115,18.15,460.68,93.83,84.1,77.03,ANOMALY,ANOMALY,-0.6759
OVN-EV-003,2026-03-25 10:09:01.437115,15.63,413.65,29.63,38.09,70.73,Charging,Normal,-0.4423
